107573,51,תל אביב ,267,כפר שמריהו ,101 ,החורש ,official ,101
111766,51,תל אביב ,5000,תל אביב - יפו ,11497,רח 161 ,synonym of 1852 ,1852
111767,51,תל אביב ,5000,תל אביב - יפו ,1853 ,מנדלשטם אוסיפ ,official ,1853
111768,51,תל אביב ,5000,תל אביב - יפו ,11498,רח 3852 ,synonym of 1853 ,1853
111769,51,תל אביב ,5000,תל אביב - יפו ,11499,אוסיפ מנדלשטם ,synonym of 1853 ,1853
111770,51,תל אביב ,5000,תל אביב - יפו ,1854 ,בת ים ,official ,1854
111771,51,תל אביב ,5000,תל אביב - יפו ,11500,רח 199 ,synonym of 1854 ,1854
111772,51,תל אביב ,5000,תל אביב - יפו ,1855 ,רח 3195 ,official ,1855
111773,51,תל אביב ,5000,תל אביב - יפו ,11501,רח 195 ,synonym of 1855 ,1855
111774,51,תל אביב ,5000,תל אביב - יפו ,1856 ,יטבת ,official ,1856
111775,51,תל אביב ,5000,תל אביב - יפו ,11502,רח 196 ,synonym of 1856 ,1856
111776,51,תל אביב ,5000,תל אביב - יפו ,1857 ,זכרון קדושים ,official ,1857
111777,51,תל אביב ,5000,תל אביב - יפו ,11503,רח 197 ,synonym of 1857 ,1857
111778,51,תל אביב ,5000,תל אביב - יפו ,1858 ,רח 200 ,official ,1858
111779,51,תל אביב ,5000,תל אביב - יפו ,1859 ,רח 3198 ,official ,1859
111780,51,תל אביב ,5000,תל אביב - יפו ,11504,רח 198 ,synonym of 1859 ,1859
111781,51,תל אביב ,5000,תל אביב - יפו ,1860 ,שם הגדולים ,official ,1860
111782,51,תל אביב ,5000,תל אביב - יפו ,11505,רח 202 ,synonym of 1860 ,1860
111783,51,תל אביב ,5000,תל אביב - יפו ,1861 ,פחד יצחק ,official ,1861
111784,51,תל אביב ,5000,תל אביב - יפו ,11506,רח 203 ,synonym of 1861 ,1861
111785,51,תל אביב ,5000,תל אביב - יפו ,1862 ,גברן חליל גברן ,official ,1862
111786,51,תל אביב ,5000,תל אביב - יפו ,11507,רח 3755 ,synonym of 1862 ,1862
111787,51,תל אביב ,5000,תל אביב - יפו ,11508,חליל גברן ,synonym of 1862 ,1862
111788,51,תל אביב ,5000,תל אביב - יפו ,11509,גברן חליל ,synonym of 1862 ,1862
111789,51,תל אביב ,5000,תל אביב - יפו ,1863 ,רח 3945 ,official ,1863
111790,51,תל אביב ,5000,תל אביב - יפו ,1864 ,רח 3416 ,official ,1864
111791,51,תל אביב ,5000,תל אביב - יפו ,11510,רח 416 ,synonym of 1864 ,1864
111792,51,תל אביב ,5000,תל אביב - יפו ,1865 ,רח 3031 ,official ,1865
111793,51,תל אביב ,5000,תל אביב - יפו ,11511,רח 34 ,synonym of 1865 ,1865
111794,51,תל אביב ,5000,תל אביב - יפו ,11512,רח 31 ,synonym of 1865 ,1865
111795,51,תל אביב ,5000,תל אביב - יפו ,1866 ,רח 107 ,official ,1866
111796,51,תל אביב ,5000,תל אביב - יפו ,1867 ,רח 3028 ,official ,1867
111797,51,תל אביב ,5000,תל אביב - יפו ,1871 ,נתיב המזלות ,official ,1871
111798,51,תל אביב ,5000,תל אביב - יפו ,11513,המזלות ,synonym of 1871 ,1871
111799,51,תל אביב ,5000,תל אביב - יפו ,11514,המזלות נתיב ,synonym of 1871 ,1871
111800,51,תל אביב ,5000,תל אביב - יפו ,1872 ,מזל בתולה ,official ,1872
111801,51,תל אביב ,5000,תל אביב - יפו ,1873 ,מזל מאזנים ,official ,1873
111802,51,תל אביב ,5000,תל אביב - יפו ,1874 ,מזל עקרב ,official ,1874
111803,51,תל אביב ,5000,תל אביב - יפו ,1875 ,מזל קשת ,official ,1875
111804,51,תל אביב ,5000,תל אביב - יפו ,1876 ,מזל סרטן ,official ,1876
111805,51,תל אביב ,5000,תל אביב - יפו ,1877 ,מזל דגים ,official ,1877
111806,51,תל אביב ,5000,תל אביב - יפו ,1878 ,מזל טלה ,official ,1878
111807,51,תל אביב ,5000,תל אביב - יפו ,1879 ,מזל דלי ,official ,1879
111808,51,תל אביב ,5000,תל אביב - יפו ,1880 ,מזל גדי ,official ,1880
111809,51,תל אביב ,5000,תל אביב - יפו ,1881 ,מזל אריה ,official ,1881
111810,51,תל אביב ,5000,תל אביב - יפו ,1882 ,מזל שור ,official ,1882
111811,51,תל אביב ,5000,תל אביב - יפו ,1883 ,מזל תאומים ,official ,1883
111812,51,תל אביב ,5000,תל אביב - יפו ,11515,רח 29 ,synonym of 1883 ,1883
111813,51,תל אביב ,5000,תל אביב - יפו ,11516,רח 29 א 29 ,synonym of 1883 ,1883
111814,51,תל אביב ,5000,תל אביב - יפו ,1884 ,המגדלור ,official ,1884
111815,51,תל אביב ,5000,תל אביב - יפו ,1885 ,החלפנים ,official ,1885
111816,51,תל אביב ,5000,תל אביב - יפו ,1886 ,רח 3887 ,official ,1886
111817,51,תל אביב ,5000,תל אביב - יפו ,1887 ,טג'יר שמואל וסולטנה ,official ,1887
111818,51,תל אביב ,5000,תל אביב - יפו ,11517,רח 3886 ,synonym of 1887 ,1887
111819,51,תל אביב ,5000,תל אביב - יפו ,11518,טאג'יר שמואל ,synonym of 1887 ,1887
111820,51,תל אביב ,5000,תל אביב - יפו ,11519,טאג'יר ,synonym of 1887 ,1887
111821,51,תל אביב ,5000,תל אביב - יפו ,11520,שמואל טאג'יר ,synonym of 1887 ,1887
111822,51,תל אביב ,5000,תל אביב - יפו ,11521,טאגיר שמואל וסולטנה ,synonym of 1887 ,1887
111823,51,תל אביב ,5000,תל אביב - יפו ,1888 ,רח 3885 ,official ,1888
111824,51,תל אביב ,5000,תל אביב - יפו ,1889 ,רח 3741 ,official ,1889
111825,51,תל אביב ,5000,תל אביב - יפו ,11522,רח 79א ,synonym of 1889 ,1889
111826,51,תל אביב ,5000,תל אביב - יפו ,1890 ,קפלן יעקב דר ,official ,1890
111827,51,תל אביב ,5000,תל אביב - יפו ,11523,רח 3888 ,synonym of 1890 ,1890
111828,51,תל אביב ,5000,תל אביב - יפו ,11524,דר קפלן יעקב ,synonym of 1890 ,1890
111829,51,תל אביב ,5000,תל אביב - יפו ,11525,יעקב קפלן דר ,synonym of 1890 ,1890
111830,51,תל אביב ,5000,תל אביב - יפו ,11526,דר יעקב קפלן ,synonym of 1890 ,1890
111831,51,תל אביב ,5000,תל אביב - יפו ,1891 ,רח 3134 ,official ,1891
111832,51,תל אביב ,5000,תל אביב - יפו ,11527,רח 134 ,synonym of 1891 ,1891
111833,51,תל אביב ,5000,תל אביב - יפו ,1892 ,רח 3889 ,official ,1892
111834,51,תל אביב ,5000,תל אביב - יפו ,1893 ,רח 3754 ,official ,1893
111835,51,תל אביב ,5000,תל אביב - יפו ,11528,רח 169א ,synonym of 1893 ,1893
111836,51,תל אביב ,5000,תל אביב - יפו ,1894 ,יוסי ידין ,official ,1894
111837,51,תל אביב ,5000,תל אביב - יפו ,11529,רח 3890 ,synonym of 1894 ,1894
111838,51,תל אביב ,5000,תל אביב - יפו ,11530,ידין יוסי ,synonym of 1894 ,1894
111839,51,תל אביב ,5000,תל אביב - יפו ,1895 ,חריף אייזיק ,official ,1895
111840,51,תל אביב ,5000,תל אביב - יפו ,11531,איזיק חריף ,synonym of 1895 ,1895
111841,51,תל אביב ,5000,תל אביב - יפו ,11532,רח 404 ,synonym of 1895 ,1895
111842,51,תל אביב ,5000,תל אביב - יפו ,11533,חריף איזיק ,synonym of 1895 ,1895
111843,51,תל אביב ,5000,תל אביב - יפו ,11534,איזיק ,synonym of 1895 ,1895
111844,51,תל אביב ,5000,תל אביב - יפו ,11535,אייזיק חריף ,synonym of 1895 ,1895
111845,51,תל אביב ,5000,תל אביב - יפו ,1896 ,הצורפים ,official ,1896
111846,51,תל אביב ,5000,תל אביב - יפו ,1897 ,שגב ,official ,1897
111847,51,תל אביב ,5000,תל אביב - יפו ,1899 ,רח 3891 ,official ,1899
111848,51,תל אביב ,5000,תל אביב - יפו ,1900 ,רח 3892 ,official ,1900
111849,51,תל אביב ,5000,תל אביב - יפו ,1901 ,רח 3414 ,official ,1901
111850,51,תל אביב ,5000,תל אביב - יפו ,11536,רח 414 ,synonym of 1901 ,1901
111851,51,תל אביב ,5000,תל אביב - יפו ,11537,רח 414 סח ג ,synonym of 1901 ,1901
111852,51,תל אביב ,5000,תל אביב - יפו ,1903 ,רח 3413 ,official ,1903
111853,51,תל אביב ,5000,תל אביב - יפו ,11538,רח 413 ,synonym of 1903 ,1903
111854,51,תל אביב ,5000,תל אביב - יפו ,1904 ,רח 3412 ,official ,1904
111855,51,תל אביב ,5000,תל אביב - יפו ,11539,רח 412 ,synonym of 1904 ,1904
111856,51,תל אביב ,5000,תל אביב - יפו ,1905 ,אריסטו ,official ,1905
111857,51,תל אביב ,5000,תל אביב - יפו ,1906 ,טימן יעקב ,official ,1906
111858,51,תל אביב ,5000,תל אביב - יפו ,11540,רח 3744 ,synonym of 1906 ,1906
111859,51,תל אביב ,5000,תל אביב - יפו ,11541,טימן ,synonym of 1906 ,1906
111860,51,תל אביב ,5000,תל אביב - יפו ,11542,יעקב טימן ,synonym of 1906 ,1906
111861,51,תל אביב ,5000,תל אביב - יפו ,1907 ,רח 3408 ,official ,1907
111862,51,תל אביב ,5000,תל אביב - יפו ,11543,רח 408 ,synonym of 1907 ,1907
111863,51,תל אביב ,5000,תל אביב - יפו ,1908 ,רח א סחנה ג ,official ,1908
111864,51,תל אביב ,5000,תל אביב - יפו ,1909 ,אטאטורק ,official ,1909
111865,51,תל אביב ,5000,תל אביב - יפו ,11544,רח 3833 ,synonym of 1909 ,1909
111866,51,תל אביב ,5000,תל אביב - יפו ,11545,אטאטורק כמאל מוצטפה ,synonym of 1909 ,1909
111867,51,תל אביב ,5000,תל אביב - יפו ,11546,אתא טורק ,synonym of 1909 ,1909
111868,51,תל אביב ,5000,תל אביב - יפו ,1910 ,הולצברג שמחה ,official ,1910
111869,51,תל אביב ,5000,תל אביב - יפו ,11547,גבול בת ים ,synonym of 1910 ,1910
111870,51,תל אביב ,5000,תל אביב - יפו ,11548,יפו שכון ג ,synonym of 1910 ,1910
111871,51,תל אביב ,5000,תל אביב - יפו ,11549,כביש חדש עמידר ,synonym of 1910 ,1910
111872,51,תל אביב ,5000,תל אביב - יפו ,11550,כביש חדש ש עובדים ,synonym of 1910 ,1910
111873,51,תל אביב ,5000,תל אביב - יפו ,11551,כביש חדש ש ג ,synonym of 1910 ,1910
111874,51,תל אביב ,5000,תל אביב - יפו ,11552,כביש בת ים ,synonym of 1910 ,1910
111875,51,תל אביב ,5000,תל אביב - יפו ,11553,יפו ג ,synonym of 1910 ,1910
111876,51,תל אביב ,5000,תל אביב - יפו ,11554,הגבול ,synonym of 1910 ,1910
111877,51,תל אביב ,5000,תל אביב - יפו ,11555,הולצברג ,synonym of 1910 ,1910
111878,51,תל אביב ,5000,תל אביב - יפו ,11556,שמחה הולצברג ,synonym of 1910 ,1910
111879,51,תל אביב ,5000,תל אביב - יפו ,1911 ,רח ח סחנה ג ,official ,1911
111880,51,תל אביב ,5000,תל אביב - יפו ,1912 ,אפלטון ,official ,1912
111881,51,תל אביב ,5000,תל אביב - יפו ,11557,רח 404 עליה ,synonym of 1912 ,1912
111882,51,תל אביב ,5000,תל אביב - יפו ,1913 ,סוקרטס ,official ,1913
111883,51,תל אביב ,5000,תל אביב - יפו ,1914 ,גוש 7048 ,official ,1914
111884,51,תל אביב ,5000,תל אביב - יפו ,1915 ,רח 3893 ,official ,1915
111885,51,תל אביב ,5000,תל אביב - יפו ,1916 ,רח 3894 ,official ,1916
111886,51,תל אביב ,5000,תל אביב - יפו ,1917 ,צבי צור )צ'רה( ,official ,1917
111887,51,תל אביב ,5000,תל אביב - יפו ,11558,רח 3884 ,synonym of 1917 ,1917
111888,51,תל אביב ,5000,תל אביב - יפו ,11559,צור צבי )צ'רה( ,synonym of 1917 ,1917
111889,51,תל אביב ,5000,תל אביב - יפו ,11560,צ'רה ,synonym of 1917 ,1917
111890,51,תל אביב ,5000,תל אביב - יפו ,11561,צור ,synonym of 1917 ,1917
111891,51,תל אביב ,5000,תל אביב - יפו ,11562,צבי ,synonym of 1917 ,1917
111892,51,תל אביב ,5000,תל אביב - יפו ,1923 ,רח 403 ,official ,1923
111893,51,תל אביב ,5000,תל אביב - יפו ,1924 ,רח 402 ,official ,1924
111894,51,תל אביב ,5000,תל אביב - יפו ,1925 ,רח 401 ,official ,1925
111895,51,תל אביב ,5000,תל אביב - יפו ,1926 ,רח 3405 ,official ,1926
111896,51,תל אביב ,5000,תל אביב - יפו ,11563,רח 405 ,synonym of 1926 ,1926
111897,51,תל אביב ,5000,תל אביב - יפו ,1927 ,רח 3407 ,official ,1927
111898,51,תל אביב ,5000,תל אביב - יפו ,11564,רח 407 ,synonym of 1927 ,1927
111899,51,תל אביב ,5000,תל אביב - יפו ,1928 ,רח יא סחנה ג ,official ,1928
111900,51,תל אביב ,5000,תל אביב - יפו ,1929 ,רח יב סחנה ג ,official ,1929
111901,51,תל אביב ,5000,תל אביב - יפו ,11565,סחנה ג רח א ,synonym of 1929 ,1929
111902,51,תל אביב ,5000,תל אביב - יפו ,11566,סחנה ג רח י ,synonym of 1929 ,1929
111903,51,תל אביב ,5000,תל אביב - יפו ,11567,ש סחנה ד ,synonym of 1929 ,1929
111904,51,תל אביב ,5000,תל אביב - יפו ,11568,ש סחנה ,synonym of 1929 ,1929
111905,51,תל אביב ,5000,תל אביב - יפו ,11569,סחנה ג ,synonym of 1929 ,1929
111906,51,תל אביב ,5000,תל אביב - יפו ,11570,סחנה דרויש ,synonym of 1929 ,1929
111907,51,תל אביב ,5000,תל אביב - יפו ,11571,ש סחנה ג ,synonym of 1929 ,1929
111908,51,תל אביב ,5000,תל אביב - יפו ,1930 ,רח ב סחנה ג ,official ,1930
111909,51,תל אביב ,5000,תל אביב - יפו ,1931 ,רח ד סחנה ג ,official ,1931
111910,51,תל אביב ,5000,תל אביב - יפו ,1932 ,עבודת ישראל ,official ,1932
111911,51,תל אביב ,5000,תל אביב - יפו ,11572,רח 213 ,synonym of 1932 ,1932
111912,51,תל אביב ,5000,תל אביב - יפו ,1933 ,מדרש פנחס ,official ,1933
111913,51,תל אביב ,5000,תל אביב - יפו ,11573,רח 236 ,synonym of 1933 ,1933
111914,51,תל אביב ,5000,תל אביב - יפו ,11574,המדרש ,synonym of 1933 ,1933
111915,51,תל אביב ,5000,תל אביב - יפו ,1934 ,מאור עינים ,official ,1934
111916,51,תל אביב ,5000,תל אביב - יפו ,11575,רח 229 ,synonym of 1934 ,1934
111917,51,תל אביב ,5000,תל אביב - יפו ,11576,מאור ענים ,synonym of 1934 ,1934
111918,51,תל אביב ,5000,תל אביב - יפו ,11577,מאור עיניים ,synonym of 1934 ,1934
111919,51,תל אביב ,5000,תל אביב - יפו ,1935 ,שד' חבד ,official ,1935
111920,51,תל אביב ,5000,תל אביב - יפו ,11578,שדרות חבד ,synonym of 1935 ,1935
111921,51,תל אביב ,5000,תל אביב - יפו ,11579,חבד שדרות ,synonym of 1935 ,1935
111922,51,תל אביב ,5000,תל אביב - יפו ,11580,חבד ,synonym of 1935 ,1935
111923,51,תל אביב ,5000,תל אביב - יפו ,11581,חבד ,synonym of 1935 ,1935
111924,51,תל אביב ,5000,תל אביב - יפו ,11582,חבד שד ,synonym of 1935 ,1935
111925,51,תל אביב ,5000,תל אביב - יפו ,11583,שד חבד ,synonym of 1935 ,1935
111926,51,תל אביב ,5000,תל אביב - יפו ,11584,שד חבד ,synonym of 1935 ,1935
111927,51,תל אביב ,5000,תל אביב - יפו ,1936 ,הרבי מפשיסחא ,official ,1936
111928,51,תל אביב ,5000,תל אביב - יפו ,11585,יפו רח 228 ,synonym of 1936 ,1936
111929,51,תל אביב ,5000,תל אביב - יפו ,11586,מפשיסחא הרב ,synonym of 1936 ,1936
111930,51,תל אביב ,5000,תל אביב - יפו ,11587,רח 228 ,synonym of 1936 ,1936
111931,51,תל אביב ,5000,תל אביב - יפו ,11588,הרב מפשיסחא ,synonym of 1936 ,1936
111932,51,תל אביב ,5000,תל אביב - יפו ,11589,הרבי מפשיסתא ,synonym of 1936 ,1936
111933,51,תל אביב ,5000,תל אביב - יפו ,1938 ,רח 238 ,official ,1938
111934,51,תל אביב ,5000,תל אביב - יפו ,11590,רח 230 ,synonym of 1938 ,1938
111935,51,תל אביב ,5000,תל אביב - יפו ,1939 ,שד' הבעשט ,official ,1939
111936,51,תל אביב ,5000,תל אביב - יפו ,11591,בעל שם טוב ,synonym of 1939 ,1939
111937,51,תל אביב ,5000,תל אביב - יפו ,11592,הבעל שם טוב ,synonym of 1939 ,1939
111938,51,תל אביב ,5000,תל אביב - יפו ,11593,הבעשט ,synonym of 1939 ,1939
111939,51,תל אביב ,5000,תל אביב - יפו ,11594,שדרות הבעשט ,synonym of 1939 ,1939
111940,51,תל אביב ,5000,תל אביב - יפו ,11595,הבעשט שד ,synonym of 1939 ,1939
111941,51,תל אביב ,5000,תל אביב - יפו ,11596,הבעשט שדרות ,synonym of 1939 ,1939
111942,51,תל אביב ,5000,תל אביב - יפו ,11597,יפו רח 251 ,synonym of 1939 ,1939
111943,51,תל אביב ,5000,תל אביב - יפו ,11598,רח 251 ,synonym of 1939 ,1939
111944,51,תל אביב ,5000,תל אביב - יפו ,11599,שד בעשט ,synonym of 1939 ,1939
111945,51,תל אביב ,5000,תל אביב - יפו ,11600,בעשט שדרות ,synonym of 1939 ,1939
111946,51,תל אביב ,5000,תל אביב - יפו ,11601,בעשט שד ,synonym of 1939 ,1939
111947,51,תל אביב ,5000,תל אביב - יפו ,11602,בעשט ,synonym of 1939 ,1939
111948,51,תל אביב ,5000,תל אביב - יפו ,11603,הבעשט ,synonym of 1939 ,1939
111949,51,תל אביב ,5000,תל אביב - יפו ,11604,שד הבעשט ,synonym of 1939 ,1939
111950,51,תל אביב ,5000,תל אביב - יפו ,11605,שדרות בעשט ,synonym of 1939 ,1939
111951,51,תל אביב ,5000,תל אביב - יפו ,11606,שד הבעשט ,synonym of 1939 ,1939
111952,51,תל אביב ,5000,תל אביב - יפו ,1940 ,דב ממזריץ ,official ,1940
111953,51,תל אביב ,5000,תל אביב - יפו ,11607,רח 231 ,synonym of 1940 ,1940
111954,51,תל אביב ,5000,תל אביב - יפו ,11608,ממזריץ ,synonym of 1940 ,1940
